hhmem_number;male_adults_over_65;female_adults_over_65;male_adults_15_65;female_adults_15_65;male_children_5_14;female_children_5_14;male_children_0_4;female_children_0_4;dep_ratio;head_age;head_age_cat;head_gender;head_education;incsource_biggest1;incsource_biggest2;hh_income_perc_cocoa;hh_income_perc_othercrops;hh_income_perc_livestock;hh_income_perc_fish;hh_income_perc_bushproducts;hh_income_perc_farmlabour;hh_income_perc_nonaglabour;hh_income_perc_smallbusiness;hh_income_perc_comp;hh_income_perc_govt;hh_income_perc_landsalelease;hh_income_perc_remittances;hh_income_perc_other;n_crops_produced;n_crops_sold;crops_important1;crops_important2;all_land_known_yn;all_land_cultivated_ha;all_land_owned_ha;all_land_leased_ha;all_land_scrop_abunu_ha;all_land_scrop_abusa_ha;all_land_fallow_ha;all_land_numlandparcels;all_land_leasedout_yn;all_land_leasedout_landunit_ha;cocoa_land_known_yn;cocoa_land_used_ha;cocoa_land_used_morethan5_ha;cocoa_land_owned_ha;cocoa_land_leased_ha;cocoa_land_scrop_abunu_ha;cocoa_land_scrop_abusa_ha;cocoa_land_numlandparcels;cocoa_intercrop_yn;cocoa_prod_known_yn;cocoa_prod_total_kgs;cocoa_prod_total_kgsha;cocoa_valueproduction_usd;cocoa_valueproduction_usd_ha;cocoa_gfert_yn;cocoa_lfert_yn;cocoa_herb_yn;cocoa_pest_yn;cocoa_fung_yn;cocoa_ferment_yn;cocoa_marketing_income_yn;cocoa_marketing_income_usd;cocoa_marketing_income_usdha;cocoa_certification_yn;cocoa_certification_clean_yn;cocoa_prodgroup_hhmem;cocoa_credit_yn;loan_lastyear_yn;loan_amount_usd;ls_dairy_cattle;ls_cows_bulls;ls_horses_donkeys_mules;ls_goats;ls_pigs;ls_rabbits;ls_grasscutter;ls_sheep;ls_chickens;ls_other_poultry;ls_other;foodsec1;foodsec2;foodsec3;foodsec4;foodsec5;foodsec6;foodsec7;foodsec8;foodsec9;foodsec10;foodsec11;foodsec12;instanceid;hh_income_1;hh_income_2;hh_income_3;hh_income_4;hh_income_5;hh_income_6;hh_income_7;hh_income_8;hh_income_9;hh_income_10;hh_income_11;hh_income_12;hh_income_13;n_hh_incomes;dhs;dhs_combined;dhs_quintile;PPI_SCORE;PPI_100_Nat;PPI_125dollar_day;PPI_200dollar_day;PPI_250dollar_day;PPI_190dollar_day;PPI_310dollar_day;non_cocoa_land;share_cocoa_land
8;0;1;1;4;0;2;0;0;0,6;70;8;2;0;2;1;0,2;0,6;0;0;0;0;0;0;0;0;0;0,2;0;7;5;8;35;1;4,451549;4,451549;1,2140588;2,0234313;0;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:2c4fc605-e10c-4f9d-8e51-8ac0db2be78f;1;1;0;0;0;0;0;0;0;0;0;1;0;3;1,070113;0,122433186;3;43;19,6;2,5;11,6;20,7;5,1;24;;
5;1;0;2;0;1;1;0;0;1,5;67;8;1;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;10;;1;12,949961;12,949961;0;0;0;2,0234313;2;0;;1;10,117157;6,070294;10,117157;0;0;0;1;0;1;3519,9998;579,87305;6104,6147;1005,6539;0;1;0;1;0;1;0;;;1;1;0;0;0;;1;1;1;1;3;1;1;1;4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:84c83265-bf61-4f5b-a2a8-c50ec0469495;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0,594358;-0,185856;2;60;2,2;0;1;2,1;0,4;2,9;2,8328037;0,78125
3;1;0;1;1;0;0;0;0;0,5;66;8;1;4;12;1;0,25;0;0;0;0;0;0;0,15;0;0,1;0;0,5;0;3;1;10;;1;2,4281175;3,2374902;0;0;0;0,80937254;3;0;;1;2,4281175;1,2140588;2,4281175;0;0;0;3;1;1;480;395,368;832,4475;685,67316;0;1;0;1;1;1;1;156,696;129,06789;2;0;0;0;1;1044,64;1;1;1;1;1;1;1;1;1;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:2df58c44-a427-4d71-b20b-5289976d57d1;1;0;0;0;0;0;0;1;0;1;0;1;0;4;2,3598964;0,95821285;4;82;0;0;0;0;0;0;0;1
3;0;0;1;2;0;0;0;0;0;46;6;1;2;1;2;0,8;0,2;0;0;0;0;0;0;0;0;0;0;0;3;3;10;35;1;1,764;0,3528;0;1,0584;0;0,3528;3;0;;1;1,4112;0,3528;0,3528;0;1,0584;0;2;1;1;;;;;0;1;1;1;1;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:f648d7b8-dfe6-4f90-83a1-c254133b7ff4;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,7305061;-0,097632036;2;67;1,1;0;0,2;0,7;0,1;1,3;0,3528;0,8
5;0;0;1;1;1;2;0;0;1,5;55;6;1;5;1;8;0,5;0,2;0;0;0;0;0;0,3;0;0;0;0;0;6;4;10;8;1;7,689039;7,689039;0;0;0;0;2;0;;1;7,689039;5,2609215;7,689039;0;0;0;2;1;1;1023,99994;194,6427;1775,888;337,56213;1;0;0;1;1;1;0;;;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:4b7c77b0-6a8c-4055-a257-c140b4379fe2;1;1;0;0;0;0;0;1;0;0;0;0;0;3;1,1953979;0,20361781;3;58;4,3;0,3;2,2;5,1;0,9;5,8;0;1
6;1;0;1;2;1;1;0;0;1;69;8;1;6;8;1;0,4;0;0;0;0;0;0;0,6;0;0;0;0;0;5;1;10;48;1;6,4749804;6,8796663;0;4,856235;0;0,40468627;1;0;;1;6,4749804;4,856235;0;0;6,4749804;0;2;1;1;512;105,43147;887,94403;182,84618;0;1;1;1;0;1;1;914,06;188,224;1;1;1;0;0;;1;1;1;2;1;1;1;2;3;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:ecb5954b-0ee1-42cb-b7e6-f10f812bf752;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0,591414;-0,18776375;2;61;2,2;0;1;2,1;0,4;2,9;0;1
10;1;0;1;1;4;2;1;0;4;69;8;1;3;1;2;0,35;0,2;0;0;0;0;0;0,05;0;0;0;0,1;0,3;4;3;10;8;1;2,2257745;4,0468626;0;0;0;1,8210882;2;0;;1;1,0117157;1,0117157;1,0117157;0;0;0;1;1;1;703,99994;695,84766;1220,923;1206,7847;1;0;0;1;0;1;0;;;1;0;1;0;0;;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:820a0326-63b4-4b97-a480-fedd56f0579f;1;1;0;0;0;0;0;1;0;0;0;1;1;5;1,3700842;0,31681454;3;51;7,2;0,4;2,5;6,8;1;9,5;1,2140589;0,45454544
2;1;0;0;1;0;0;0;0;1;67;8;1;2;1;2;0,6;0,25;0;0,15;0;0;0;0;0;0;0;0;0;4;3;10;35;1;3,2374902;2,4281175;0;0,80937254;0;0,40468627;3;0;;1;1,6187451;0,80937254;0,80937254;0;0,80937254;0;2;0;1;448;553,5152;776,951;959,9423;0;0;0;1;0;1;1;522,32;645,3394;2;0;1;0;1;261,16;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:1ecef003-ddbf-4d16-9815-2786ea9129e1;1;1;0;1;0;0;0;0;0;0;0;0;0;3;0,8028168;-0,05077471;3;73;0,8;0;0,1;0,6;0,1;0,8;1,6187451;0,5
3;1;0;2;0;0;0;0;0;0,5;82;8;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;10;;1;2,646;2,646;0;0;0;0;3;0;;1;2,646;2,646;2,646;0;0;0;3;0;1;2048;773,99854;3551,776;1342,319;0;1;1;1;0;1;1;;;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:e571c8a0-be1c-4d13-a4a5-90b966ed9b73;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0,70777136;-0,11236416;2;49;11,7;0,6;5,3;12,8;2,4;16,1;0;1
6;0;0;2;1;1;2;0;0;1;48;6;1;2;1;8;0,6;0;0;0;0;0;0;0,4;0;0;0;0;0;6;1;10;35;0;;;;;;;;;;1;6,4749804;4,856235;;;;;3;1;1;447,99997;92,25253;776,9509;159,99039;1;1;1;1;1;1;0;;;0;0;1;0;0;;1;1;1;3;1;1;1;1;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:852124d3-c5f9-4688-8177-be326d532b87;1;0;0;0;0;0;0;1;0;0;0;0;0;2;;;;72;0,8;0;0,1;0,6;0,1;0,8;;
8;0;0;3;4;1;0;0;0;0,14285715;59;7;1;5;1;2;0,6;0,2;0;0;0;0;0;0;0;0;0;0;0,2;4;4;10;30;1;9,71247;5,665608;0;4,0468626;0;0;3;0;;1;5,665608;5,665608;5,665608;0;0;0;2;0;1;2112;372,7755;3662,7688;646,49176;1;0;0;1;1;1;1;;;1;1;1;0;0;;1;1;1;4;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:de87798a-6ee7-4426-b2c1-bdabe00959fa;1;1;0;0;0;0;0;0;0;0;0;0;1;3;1,642928;0,49361736;4;63;2,2;0;1;2,1;0,4;2,9;4,046862;0,5833334
8;0;0;3;2;3;0;0;0;0,6;49;6;1;2;8;1;0,4;0,15;0;0;0;0;0;0,45;0;0;0;0;0;11;2;10;30;1;5,2609215;5,665608;0;4,451549;0;0,40468627;4;0;;1;3,2374902;2,4281175;0,80937254;0;2,4281175;0;2;1;1;895,99994;369,01013;1553,9019;639,96155;0;1;1;1;0;1;0;;;2;0;0;0;0;;1;1;1;3;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:92c82a1d-4132-4ebe-aea2-7a5bacf63a0a;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,5965248;-0,18445195;2;39;29;3,7;16,2;31,4;7,9;35,4;2,0234313;0,61538464
4;1;0;1;2;0;0;0;0;0,33333334;70;8;1;2;1;2;0,7;0,2;0;0;0;0;0;0,1;0;0;0;0;0;5;3;10;30;1;3,6421764;3,6421764;0;0;0;0,40468627;1;0;;1;1,6187451;0,80937254;1,6187451;0;0;0;1;1;0;;;;;0;0;1;1;1;1;;;;2;0;0;0;0;;1;1;1;3;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:51e5a16d-6c36-4150-a38c-d9aca58e6fa7;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,06502353;-0,52886474;2;35;29;3,7;16,2;31,4;7,9;35,4;2,0234313;0,44444445
7;0;2;2;1;2;0;0;0;1,3333334;53;6;1;2;1;2;0,45;0,05;0;0;0;0;0;0;0,2;0;0;0,3;0;6;2;10;48;1;2,6304607;3,4398332;0;0;0;0;1;0;;1;2,6304607;2,6304607;2,6304607;0;0;0;1;1;1;1152;437,9461;1997,8739;759,51483;0;0;1;1;1;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;2;2;3;3;3;3;uuid:bbbb1721-394f-43b5-8b3e-e1f445ba62b6;1;1;0;0;0;0;0;0;1;0;0;1;0;4;1,4362371;0,35968164;3;59;4,3;0,3;2,2;5,1;0,9;5,8;0;1
8;0;0;3;4;1;0;0;0;0,14285715;38;5;2;2;1;2;0,6;0,1;0;0;0;0;0;0,3;0;0;0;0;0;4;2;10;35;1;;;;;;0;3;0;;1;;;;;;;3;1;1;;;;;1;1;0;1;1;1;0;;;2;0;0;0;0;;1;1;1;4;2;1;1;1;4;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:4148201f-5d77-413a-8ef7-97b1e3762a4e;1;1;0;0;0;0;0;1;0;0;0;0;0;3;;;;65;1,1;0;0,2;0,7;0,1;1,3;;
6;0;0;1;2;2;1;0;0;1;45;5;1;3;1;8;0,7;0,1;0;0;0;0;0;0,2;0;0;0;0;0;7;4;10;29;1;4,2492056;0;0,40468627;3,8445196;0;0,40468627;4;;;1;2,0234313;1,416402;0;0;2,0234313;0;1;1;1;;;;;0;1;1;1;1;1;0;;;0;0;1;1;0;;1;1;1;1;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:e090d199-02d3-481e-b12a-aa11b90c8d5b;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,24686512;-0,4110314;2;47;11,7;0,6;5,3;12,8;2,4;16,1;2,2257743;0,47619048
2;0;0;0;1;0;1;0;0;1;58;7;2;0;1;12;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;10;;1;1,6187451;1,6187451;0;0;0;0;1;0;;1;1,6187451;1,6187451;1,6187451;0;0;0;1;0;1;128;79,0736;221,98601;137,13463;0;0;0;0;0;1;1;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:18ee2fa7-7ab2-4830-9821-8469e86761f7;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0,4394533;-0,28623426;2;51;7,2;0,4;2,5;6,8;1;9,5;0;1
7;0;0;3;3;0;0;1;0;0,16666667;52;6;1;1;13;1;0,1;0,1;0;0;0;0;0;0,6;0;0,2;0;0;0;4;1;10;;1;2,4281175;1,2140588;0;1,2140588;0;0;2;0;;1;2,4281175;1,2140588;1,2140588;0;1,2140588;0;2;1;1;960;790,736;1664,895;1371,3463;1;1;1;1;1;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:5c3778c8-87d6-4fc3-8558-30986e45f0f5;1;1;0;0;0;0;0;1;0;1;0;0;0;4;1,9966192;0,72280926;4;51;7,2;0,4;2,5;6,8;1;9,5;0;1
5;1;0;0;2;2;0;0;0;1,5;70;8;1;2;1;8;0,35;0,2;0;0;0;0;0;0,3;0;0;0;0,15;0;9;3;10;30;1;3,6421764;4,856235;0;0;0;0;3;0;;1;2,0234313;1,6187451;2,0234313;0;0;0;2;1;1;384;237,2208;665,958;411,40387;0;1;1;1;0;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;3;1;1;2;2;2;2;3;3;3;3;3;3;3;3;uuid:5fc3d83e-392f-48f4-a669-1bb5b427f084;1;1;0;0;0;0;0;1;0;0;0;1;0;4;0,4396978;-0,28607583;2;41;19,6;2,5;11,6;20,7;5,1;24;1,6187451;0,5555555
1;0;1;0;0;0;0;0;0;;48;6;2;1;1;2;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;2;2;10;35;1;3,2374902;2,0234313;0;1,2140588;0;0;1;0;;1;3,2374902;3,2374902;2,0234313;0;1,2140588;0;1;0;1;448;138,3788;776,951;239,98558;0;1;1;1;1;1;1;;;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:9e0f519f-fe5f-40bf-9083-4ae743998a71;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,4449541;-0,28266975;2;48;11,7;0,6;5,3;12,8;2,4;16,1;0;1
5;0;0;1;2;0;0;0;2;0,6666667;52;6;1;0;1;2;0,6;0,3;0;0;0;0;0;0;0;0;0;0,1;0;7;7;10;30;1;4,2492056;0;0;5,867951;0;1,6187451;4;;;1;3,035147;3,035147;0;0;3,035147;0;3;1;1;384;126,51776;665,95795;219,41539;0;1;1;1;1;1;0;;;2;0;0;1;0;;1;1;1;4;1;3;1;1;4;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:b0673111-10a5-4405-a799-a4274913dd04;1;1;0;0;0;0;0;0;0;0;0;1;0;3;0,8882847;0,004608475;3;56;4,3;0,3;2,2;5,1;0,9;5,8;1,2140586;0,71428573
7;0;0;2;1;2;2;0;0;1,3333334;42;5;1;1;1;2;0,39999995;0,29999998;0;0;0;0;0;0,09999999;0;0;0;0;0,19999997;8;4;10;38;1;11,331216;11,331216;0;0;0;1,2140588;6;0;;1;6,4749804;5,665608;6,4749804;0;0;0;3;1;1;1151,9999;203,33209;1997,8738;352,63184;1;1;1;1;1;1;1;1997,874;352,6319;1;1;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:f54f37d9-fbfb-42f3-9223-8f85f1ea30d4;1;1;0;0;0;0;0;1;0;0;0;0;1;4;2,0489318;0,75670785;4;67;1,1;0;0,2;0,7;0,1;1,3;4,8562355;0,57142854
5;0;0;4;1;0;0;0;0;0;57;7;1;1;1;2;0,5;0,3;0;0;0,1;0;0;0,1;0;0;0;0;0;11;6;10;38;1;8,296068;8,296068;0;0;0;0;5;0;;1;4,856235;2,0234313;4,856235;0;0;0;3;1;1;1407,9999;695,84766;2441,846;1206,7847;0;1;0;1;1;1;0;;;0;0;0;0;0;;1;1;1;3;1;1;1;3;3;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:1d58b4fe-08e7-4115-b0bf-1b81e03eb811;1;1;0;0;1;0;0;1;0;0;0;0;0;4;-0,21402624;-0,709689;1;55;4,3;0,3;2,2;5,1;0,9;5,8;3,4398332;0,58536583
5;0;0;4;1;0;0;0;0;0;46;6;1;2;1;2;0,7;0,2;0;0;0;0;0;0,1;0;0;0;0;0;6;4;10;43;1;4,0468626;4,0468626;0;0;0;0,80937254;1;0;;1;2,832804;0,80937254;2,832804;0;0;0;1;0;1;384;474,4416;665,958;822,80774;0;0;0;1;0;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:e781ef1a-6c01-4eb6-8fec-716a10bca660;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,7641482;-0,07583198;2;53;7,2;0,4;2,5;6,8;1;9,5;1,2140586;0,70000005
4;0;0;1;1;1;0;1;0;1;35;4;1;4;1;9;0,5;0,05;0;0;0;0;0;0,15;0,3;0;0;0;0;5;2;10;24;1;2,4281175;3,4398332;0;0;0;1,0117157;2;0;;1;2,0234313;2,0234313;2,0234313;0;0;0;1;0;1;1280;632,5888;2219,86;1097,077;1;1;0;1;0;1;0;;;1;0;1;1;1;783,48;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:de04e469-bd2e-46a3-a0f0-fab24a79544b;1;1;0;0;0;0;0;1;1;0;0;0;0;4;2,4415202;1,0111051;4;82;0;0;0;0;0;0;0,4046862;0,8333334
6;1;0;2;1;1;1;0;0;1;73;8;1;2;1;2;0,73;0,26;0,01;0;0;0;0;0;0;0;0;0;0;3;3;10;35;1;3,2374902;0;0;3,2374902;0;0;3;;;1;3,2374902;2,4281175;0;0;3,2374902;0;3;1;1;640;263,57867;1109,9299;457,11542;0;1;1;1;1;1;1;1109,93;457,11545;1;1;0;0;1;39,174;1;1;1;2;1;1;1;1;1;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:504a281d-6e91-43ff-b1eb-446d46f3fcee;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0,5634894;-0,20585889;2;35;29;3,7;16,2;31,4;7,9;35,4;0;1
8;0;0;2;3;0;2;0;1;0,6;46;6;1;1;1;2;0,6;0,3;0;0;0;0;0;0,1;0;0;0;0;0;3;3;10;24;1;3,2374902;0;0;3,2374902;0;0;2;;;1;2,0234313;1,0117157;0;0;2,0234313;0;1;1;1;832;822,3655;1442,9089;1426,2001;0;1;1;1;1;1;0;;;0;0;0;0;1;130,58;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:96aeeb37-09f5-4e03-9808-afe4e497c472;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,28864607;-0,38395736;2;24;63,8;19,5;49,1;67;32,6;70,6;1,2140589;0,625
3;1;0;0;2;0;0;0;0;0,5;67;8;1;2;1;9;0,8;0;0;0;0;0;0;0;0,2;0;0;0;0;5;1;10;47;1;3,2374902;3,8445196;0;0;0;0,6070294;2;0;;1;3,2374902;3,2374902;3,2374902;0;0;0;2;1;1;1408;434,9048;2441,846;754,2404;0;1;0;1;1;1;1;1044,64;322,6697;1;0;0;1;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:3de81fa5-b6a7-4b51-b13e-2bcc0344f4b2;1;0;0;0;0;0;0;0;1;0;0;0;0;2;1,0383322;0,10183928;3;80;0;0;0;0;0;0;0;1
6;0;1;2;2;1;0;0;0;0,5;52;6;1;2;1;0;0,6;0,3;0,07;0;0;0;0;0,03;0;0;0;0;0;11;5;10;30;1;6,4749804;3,2374902;0;3,2374902;0;0;3;0;;1;3,2374902;2,4281175;0;0;3,2374902;0;1;1;0;;;;;1;0;1;1;1;1;;;;0;0;0;1;1;522,32;1;1;1;4;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:6d6e5651-878c-47ff-9ecc-0d1f8cbb7f72;1;1;1;0;0;0;0;1;0;0;0;0;0;4;0,2914923;-0,38211298;2;50;7,2;0,4;2,5;6,8;1;9,5;3,2374902;0,5
5;0;0;2;1;1;1;0;0;0,6666667;45;5;1;2;1;8;0,5;0,1;0,2;0;0;0;0;0,2;0;0;0;0;0;5;4;10;17;1;3,2374902;3,2374902;0;0;0;0;3;0;;1;1,6187451;1,6187451;1,6187451;0;0;0;1;0;1;640;395,36798;1109,9299;685,6731;1;0;0;1;1;1;1;1109,93;685,67316;1;1;0;0;0;;1;1;1;4;1;1;1;1;3;1;1;3;2;2;3;3;2;2;3;2;2;2;3;uuid:26ef91a4-0281-43c2-a123-d91b4f65d9eb;1;1;1;0;0;0;0;1;0;0;0;0;0;4;0,7814895;-0,06459481;2;55;4,3;0,3;2,2;5,1;0,9;5,8;1,6187451;0,5
6;0;0;3;2;0;1;0;0;0,2;47;6;1;2;8;1;0,3;0,1;0;0;0;0;0;0,6;0;0;0;0;0;6;2;10;35;1;4,0468626;4,0468626;0;0;0;0;3;0;;1;3,6421764;3,6421764;3,6421764;0;0;0;2;0;1;640;175,71912;1109,93;304,74362;0;1;0;1;0;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:61d6f444-6dc2-4c04-8850-a21ce7629e53;1;1;0;0;0;0;0;1;0;0;0;0;0;3;1,5944277;0,46218914;3;71;0,8;0;0,1;0,6;0,1;0,8;0,4046862;0,90000004
4;0;1;2;1;0;0;0;0;0,33333334;63;7;2;0;1;2;0,7;0,3;0;0;0;0;0;0;0;0;0;0;0;9;5;10;24;1;3,2374902;3,2374902;0;0;0;0,80937254;2;0;;1;2,4281175;2,4281175;2,4281175;0;0;0;1;1;1;575,99994;237,2208;998,93695;411,40387;0;1;0;1;1;1;0;;;0;0;0;0;0;;1;1;1;4;1;1;1;1;4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:045d7415-2211-44c0-a6f5-07545459da21;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,49814048;-0,24820496;2;55;4,3;0,3;2,2;5,1;0,9;5,8;0,80937266;0,74999994
5;0;1;1;2;0;1;0;0;0,6666667;49;6;1;2;1;2;0,7;0,25;0;0;0;0;0;0,05;0;0;0;0;0;6;2;10;30;1;5,2609215;5,2609215;0;0;0;0;3;0;;1;3,2374902;3,2374902;3,2374902;0;0;0;1;1;1;960;296,526;1664,8949;514,2548;0;1;1;1;1;1;0;;;1;0;0;1;1;261,16;1;1;1;2;1;1;1;1;3;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:61e1b15e-0a50-42e4-93e0-8af9763bee07;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,55363387;-0,21224526;2;53;7,2;0,4;2,5;6,8;1;9,5;2,0234313;0,61538464
10;0;0;5;5;0;0;0;0;0;60;7;1;0;1;2;0,65;0,25;0,05;0;0;0;0;0,05;0;0;0;0;0;3;2;10;35;1;4,856235;0;0;4,856235;0;1,2140588;2;;;1;3,6421764;1,6187451;0;0;3,6421764;0;1;1;1;448;276,7576;776,951;479,97116;0;1;0;1;1;1;0;;;2;0;0;0;0;;1;1;1;2;1;1;1;1;1;2;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:685a9071-5c2b-4ec8-8fe5-aef2ac27b2c3;1;1;1;0;0;0;0;1;0;0;0;0;0;4;-0,27172467;-0,7470776;1;28;53,3;12,1;38,5;57,1;25,1;62,1;1,2140586;0,75
7;0;0;1;5;1;0;0;0;0,16666667;46;6;1;2;1;13;0,8;0,2;0;0;0;0;0;0;0;0;0;0;0;5;2;10;30;1;14,16402;9,307784;0;4,856235;0;0,80937254;8;0;;1;11,735902;8,093725;8,498411;0;3,2374902;0;6;1;1;3008;371,64594;5216,6714;644,5328;0;1;1;1;1;1;1;5216,671;644,5327;0;0;0;0;0;;1;1;1;4;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:ede474ac-c905-4a1b-8315-4835b8028c43;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,3358916;-0,35334224;2;48;11,7;0,6;5,3;12,8;2,4;16,1;2,4281178;0,82857144
3;0;1;0;2;0;0;0;0;0,5;66;8;1;2;1;2;0,65;0,2;0,05;0;0;0;0;0,1;0;0;0;0;0;6;6;10;35;1;2,832804;0;0;2,832804;0;0;2;;;1;2,832804;2,0234313;0;0;2,832804;0;2;1;1;320;158,1472;554,965;274,26926;0;0;0;1;1;1;1;554,965;274,26926;1;1;0;0;1;182,812;1;1;1;3;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:375728a0-81c8-4c2a-8fda-f8297a7ccc2b;1;1;1;0;0;0;0;1;0;0;0;0;0;4;0,7390295;-0,09210887;2;61;2,2;0;1;2,1;0,4;2,9;0;1
4;0;0;3;1;0;0;0;0;0;58;7;1;1;1;8;0,6;0,05;0;0;0;0;0;0,35;0;0;0;0;0;5;1;10;49;1;2,4281175;0,80937254;0;2,4281175;0;0;3;0;;1;2,4281175;1,2140588;0,80937254;0;1,6187451;0;3;1;0;;;;;1;1;1;1;1;1;;;;0;0;0;0;0;;1;1;1;1;1;1;1;1;3;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:5383dd4e-1af4-4243-8f41-75b854cce45b;1;1;0;0;0;0;0;1;0;0;0;0;0;3;-0,1415645;-0,6627338;1;56;4,3;0,3;2,2;5,1;0,9;5,8;0;1
4;0;0;1;3;0;0;0;0;0;60;7;1;4;2;1;0,2;0,5;0;0;0;0;0;0,05;0;0,25;0;0;0;5;3;30;10;1;4,0468626;4,0468626;0;0;0;0;2;0;;1;0,80937254;0;0,80937254;0;0;0;1;1;1;;;;;0;1;1;1;0;1;1;130,58;;0;0;1;0;0;;1;1;1;4;1;1;1;1;4;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:deccf486-854c-4204-91de-9b6b13569702;1;1;0;0;0;0;0;1;0;1;0;0;0;4;1,1354175;0,16475052;3;67;1,1;0;0,2;0,7;0,1;1,3;3,2374902;0,2
